,x,y,bed
502,-1569000.0,-249000.0,-546.73046875
503,-1568500.0,-249000.0,-548.64111328125
504,-1568000.0,-249000.0,-569.4427490234375
505,-1567500.0,-249000.0,-580.3782348632812
506,-1567000.0,-249000.0,-575.138427734375
507,-1566500.0,-249000.0,-579.337890625
508,-1566000.0,-249000.0,-601.4812622070312
509,-1565500.0,-249000.0,-647.1751708984375
510,-1565000.0,-249000.0,-694.0394592285156
511,-1564500.0,-249000.0,-740.4722290039062
512,-1564000.0,-249000.0,-778.550048828125
513,-1563500.0,-249000.0,-810.4252319335938
514,-1563000.0,-249000.0,-835.19873046875
515,-1562500.0,-249000.0,-857.384765625
516,-1562000.0,-249000.0,-879.6773986816406
517,-1561500.0,-249000.0,-902.3082275390624
518,-1561000.0,-249000.0,-918.1740417480468
519,-1560500.0,-249000.0,-930.0222778320312
520,-1560000.0,-249000.0,-937.7694091796876
521,-1559500.0,-249000.0,-941.408660888672
522,-1559000.0,-249000.0,-945.49267578125
523,-1558500.0,-249000.0,-945.875
524,-1558000.0,-249000.0,-935.4527587890624
525,-1557500.0,-249000.0,-937.8081665039062
526,-1557000.0,-249000.0,-947.341278076172
527,-1556500.0,-249000.0,-949.2056274414062
528,-1556000.0,-249000.0,-937.1804809570312
529,-1555500.0,-249000.0,-910.7593994140624
530,-1555000.0,-249000.0,-892.7352294921875
531,-1554500.0,-249000.0,-894.3269653320312
532,-1554000.0,-249000.0,-917.4717407226562
533,-1553500.0,-249000.0,-953.4295043945312
534,-1553000.0,-249000.0,-986.2137451171876
535,-1552500.0,-249000.0,-1008.978271484375
536,-1552000.0,-249000.0,-1025.7988891601562
537,-1551500.0,-249000.0,-1036.9610595703125
538,-1551000.0,-249000.0,-1042.4654541015625
539,-1550500.0,-249000.0,-1042.7409057617188
540,-1550000.0,-249000.0,-1040.1138305664062
541,-1549500.0,-249000.0,-1037.3566284179688
542,-1549000.0,-249000.0,-1035.5240478515625
543,-1548500.0,-249000.0,-1032.76171875
544,-1548000.0,-249000.0,-1027.68701171875
545,-1547500.0,-249000.0,-1020.062744140625
546,-1547000.0,-249000.0,-1010.746337890625
547,-1546500.0,-249000.0,-999.5429077148438
548,-1546000.0,-249000.0,-987.098388671875
549,-1545500.0,-249000.0,-974.6566162109376
550,-1545000.0,-249000.0,-962.0399169921876
551,-1544500.0,-249000.0,-946.0867309570312
552,-1544000.0,-249000.0,-921.2561645507812
553,-1543500.0,-249000.0,-890.211181640625
554,-1543000.0,-249000.0,-861.0463256835938
555,-1542500.0,-249000.0,-835.2654418945312
556,-1542000.0,-249000.0,-811.5087890625
557,-1541500.0,-249000.0,-791.5380249023438
558,-1541000.0,-249000.0,-777.0325927734375
559,-1540500.0,-249000.0,-765.5947875976562
560,-1540000.0,-249000.0,-753.140869140625
561,-1539500.0,-249000.0,-740.5919189453125
562,-1539000.0,-249000.0,-727.8203125
563,-1538500.0,-249000.0,-716.5839233398438
564,-1538000.0,-249000.0,-710.7333984375
565,-1537500.0,-249000.0,-710.8148193359375
566,-1537000.0,-249000.0,-715.6193237304688
567,-1536500.0,-249000.0,-722.0364990234375
568,-1536000.0,-249000.0,-729.359130859375
569,-1535500.0,-249000.0,-734.32177734375
570,-1535000.0,-249000.0,-734.5416870117188
571,-1534500.0,-249000.0,-728.0485229492188
572,-1534000.0,-249000.0,-716.3451538085938
573,-1533500.0,-249000.0,-700.9783935546875
574,-1533000.0,-249000.0,-683.7286376953125
575,-1532500.0,-249000.0,-667.4671020507812
576,-1532000.0,-249000.0,-651.8442993164062
577,-1531500.0,-249000.0,-638.8716430664062
578,-1531000.0,-249000.0,-630.2609252929688
579,-1530500.0,-249000.0,-625.38623046875
580,-1530000.0,-249000.0,-624.8641357421875
581,-1529500.0,-249000.0,-629.1160278320312
582,-1529000.0,-249000.0,-637.2833862304688
583,-1528500.0,-249000.0,-643.5321655273438
584,-1528000.0,-249000.0,-642.3566284179688
585,-1527500.0,-249000.0,-637.1595458984375
586,-1527000.0,-249000.0,-631.6179809570312
587,-1526500.0,-249000.0,-627.16650390625
588,-1526000.0,-249000.0,-622.3243408203125
589,-1525500.0,-249000.0,-616.2235717773438
590,-1525000.0,-249000.0,-615.5198974609375
591,-1524500.0,-249000.0,-626.27392578125
592,-1524000.0,-249000.0,-643.6127319335938
593,-1523500.0,-249000.0,-656.97412109375
594,-1523000.0,-249000.0,-669.3141479492188
595,-1522500.0,-249000.0,-685.439208984375
596,-1522000.0,-249000.0,-703.4839477539062
597,-1521500.0,-249000.0,-717.9450073242188
598,-1521000.0,-249000.0,-723.9957885742188
601,-1619500.0,-248500.0,-132.22787475585938
602,-1619000.0,-248500.0,-89.64041137695312
603,-1618500.0,-248500.0,-85.84695434570312
604,-1618000.0,-248500.0,-106.69744873046876
605,-1617500.0,-248500.0,-138.70181274414062
606,-1617000.0,-248500.0,-163.48703002929688
607,-1616500.0,-248500.0,-173.68704223632812
608,-1616000.0,-248500.0,-190.97698974609372
609,-1615500.0,-248500.0,-213.96697998046875
610,-1615000.0,-248500.0,-233.19125366210935
611,-1614500.0,-248500.0,-236.95135498046875
612,-1614000.0,-248500.0,-235.43215942382807
613,-1613500.0,-248500.0,-237.30084228515625
614,-1613000.0,-248500.0,-243.79025268554688
615,-1612500.0,-248500.0,-255.75439453125
616,-1612000.0,-248500.0,-287.9092712402344
617,-1611500.0,-248500.0,-312.08062744140625
618,-1611000.0,-248500.0,-334.1840209960937
619,-1610500.0,-248500.0,-360.2547302246094
620,-1610000.0,-248500.0,-392.8010864257813
621,-1609500.0,-248500.0,-440.13665771484375
622,-1609000.0,-248500.0,-482.4168701171875
623,-1608500.0,-248500.0,-511.2472839355469
624,-1608000.0,-248500.0,-530.3436431884766
625,-1607500.0,-248500.0,-548.8332214355469
626,-1607000.0,-248500.0,-579.8512573242188
627,-1606500.0,-248500.0,-619.9843444824219
628,-1606000.0,-248500.0,-657.8122100830078
629,-1605500.0,-248500.0,-700.9519195556641
630,-1605000.0,-248500.0,-746.3467712402344
631,-1604500.0,-248500.0,-786.0232696533203
632,-1604000.0,-248500.0,-820.9727630615234
633,-1603500.0,-248500.0,-858.5781860351562
634,-1603000.0,-248500.0,-899.0848541259766
635,-1602500.0,-248500.0,-942.1397247314452
636,-1602000.0,-248500.0,-989.6084899902344
637,-1601500.0,-248500.0,-1022.962921142578
638,-1601000.0,-248500.0,-1056.0746612548828
639,-1600500.0,-248500.0,-1086.283432006836
640,-1600000.0,-248500.0,-1111.9320831298828
641,-1599500.0,-248500.0,-1130.8782501220703
642,-1599000.0,-248500.0,-1146.0164031982422
643,-1598500.0,-248500.0,-1157.2965240478516
644,-1598000.0,-248500.0,-1162.303939819336
645,-1597500.0,-248500.0,-1160.4792938232422
646,-1597000.0,-248500.0,-1162.7802124023438
647,-1596500.0,-248500.0,-1176.0384674072266
648,-1596000.0,-248500.0,-1190.9172668457031
649,-1595500.0,-248500.0,-1204.7389526367188
650,-1595000.0,-248500.0,-1213.851806640625
651,-1594500.0,-248500.0,-1225.6961822509766
652,-1594000.0,-248500.0,-1244.659912109375
653,-1593500.0,-248500.0,-1259.2772216796875
654,-1593000.0,-248500.0,-1268.2281646728516
655,-1592500.0,-248500.0,-1267.9253692626953
656,-1592000.0,-248500.0,-1269.4986572265625
657,-1591500.0,-248500.0,-1269.7466430664062
658,-1591000.0,-248500.0,-1276.6659393310547
659,-1590500.0,-248500.0,-1288.742202758789
660,-1590000.0,-248500.0,-1288.909698486328
661,-1589500.0,-248500.0,-1282.4444580078125
662,-1589000.0,-248500.0,-1278.3391723632812
663,-1588500.0,-248500.0,-1272.5022277832031
664,-1588000.0,-248500.0,-1274.219207763672
665,-1587500.0,-248500.0,-1280.66650390625
666,-1587000.0,-248500.0,-1279.5495300292969
667,-1586500.0,-248500.0,-1268.252426147461
668,-1586000.0,-248500.0,-1258.8802185058594
669,-1585500.0,-248500.0,-1249.0343627929688
670,-1585000.0,-248500.0,-1246.217803955078
671,-1584500.0,-248500.0,-1245.0147705078125
672,-1584000.0,-248500.0,-1243.4434509277344
673,-1583500.0,-248500.0,-1233.7449035644531
674,-1583000.0,-248500.0,-1217.6651611328125
675,-1582500.0,-248500.0,-1207.1617736816406
676,-1582000.0,-248500.0,-1196.3202209472656
677,-1581500.0,-248500.0,-1188.6441040039062
678,-1581000.0,-248500.0,-1179.823760986328
679,-1580500.0,-248500.0,-1171.271514892578
680,-1580000.0,-248500.0,-1165.9796447753906
681,-1579500.0,-248500.0,-1156.603271484375
682,-1579000.0,-248500.0,-1149.86767578125
683,-1578500.0,-248500.0,-1146.6939392089844
684,-1578000.0,-248500.0,-1143.8057861328125
685,-1577500.0,-248500.0,-1140.918914794922
686,-1577000.0,-248500.0,-1120.561553955078
687,-1576500.0,-248500.0,-1076.992919921875
688,-1576000.0,-248500.0,-1042.2721252441406
689,-1575500.0,-248500.0,-1008.2329711914062
690,-1575000.0,-248500.0,-970.3988037109376
691,-1574500.0,-248500.0,-938.9691162109376
692,-1574000.0,-248500.0,-897.549560546875
693,-1573500.0,-248500.0,-867.5805358886719
694,-1573000.0,-248500.0,-821.65625
695,-1572500.0,-248500.0,-772.0822448730469
696,-1572000.0,-248500.0,-700.4583129882812
697,-1571500.0,-248500.0,-668.9605712890625
698,-1571000.0,-248500.0,-650.8372802734375
699,-1570500.0,-248500.0,-636.6980285644531
700,-1570000.0,-248500.0,-603.4270324707031
701,-1569500.0,-248500.0,-584.6132507324219
702,-1569000.0,-248500.0,-575.4385375976562
703,-1568500.0,-248500.0,-572.6760559082031
704,-1568000.0,-248500.0,-587.1988525390625
705,-1567500.0,-248500.0,-601.4279479980469
706,-1567000.0,-248500.0,-604.7158203125
707,-1566500.0,-248500.0,-614.0997009277344
708,-1566000.0,-248500.0,-643.5610046386719
709,-1565500.0,-248500.0,-695.62744140625
710,-1565000.0,-248500.0,-744.3585510253906
711,-1564500.0,-248500.0,-787.7054138183594
712,-1564000.0,-248500.0,-816.8385620117188
713,-1563500.0,-248500.0,-842.517333984375
714,-1563000.0,-248500.0,-862.5982971191406
715,-1562500.0,-248500.0,-880.8682861328125
716,-1562000.0,-248500.0,-898.4257507324219
717,-1561500.0,-248500.0,-914.5991821289062
718,-1561000.0,-248500.0,-927.1073608398438
719,-1560500.0,-248500.0,-938.4283142089844
720,-1560000.0,-248500.0,-950.76123046875
721,-1559500.0,-248500.0,-959.3563842773438
722,-1559000.0,-248500.0,-966.2645263671876
723,-1558500.0,-248500.0,-969.0551147460938
724,-1558000.0,-248500.0,-969.186492919922
725,-1557500.0,-248500.0,-963.364013671875
726,-1557000.0,-248500.0,-965.0958557128906
727,-1556500.0,-248500.0,-964.5615234375
728,-1556000.0,-248500.0,-954.1622314453124
729,-1555500.0,-248500.0,-931.7374267578124
730,-1555000.0,-248500.0,-916.1519775390624
731,-1554500.0,-248500.0,-918.9962158203124
732,-1554000.0,-248500.0,-943.2841186523438
733,-1553500.0,-248500.0,-977.719970703125
734,-1553000.0,-248500.0,-1005.0302124023438
735,-1552500.0,-248500.0,-1020.8150634765624
736,-1552000.0,-248500.0,-1029.3585205078125
737,-1551500.0,-248500.0,-1032.861083984375
738,-1551000.0,-248500.0,-1032.3562622070312
739,-1550500.0,-248500.0,-1028.2378540039062
740,-1550000.0,-248500.0,-1023.2529907226562
741,-1549500.0,-248500.0,-1018.6015014648438
742,-1549000.0,-248500.0,-1015.1760864257812
743,-1548500.0,-248500.0,-1010.918212890625
744,-1548000.0,-248500.0,-1005.7045288085938
745,-1547500.0,-248500.0,-998.73291015625
746,-1547000.0,-248500.0,-990.6891479492188
747,-1546500.0,-248500.0,-980.27392578125
748,-1546000.0,-248500.0,-967.6959838867188
749,-1545500.0,-248500.0,-954.7142333984376
750,-1545000.0,-248500.0,-939.7721557617188
751,-1544500.0,-248500.0,-918.2685546875
752,-1544000.0,-248500.0,-886.0869750976562
753,-1543500.0,-248500.0,-853.1785278320312
754,-1543000.0,-248500.0,-828.5131225585938
755,-1542500.0,-248500.0,-811.1830444335938
756,-1542000.0,-248500.0,-797.1412353515625
757,-1541500.0,-248500.0,-785.4395141601562
758,-1541000.0,-248500.0,-775.6681518554688
759,-1540500.0,-248500.0,-765.7656860351562
760,-1540000.0,-248500.0,-752.1605834960938
761,-1539500.0,-248500.0,-736.9022827148438
762,-1539000.0,-248500.0,-721.9028930664062
763,-1538500.0,-248500.0,-710.9013061523438
764,-1538000.0,-248500.0,-707.1412353515625
765,-1537500.0,-248500.0,-709.9104614257812
766,-1537000.0,-248500.0,-716.778076171875
767,-1536500.0,-248500.0,-725.5162353515625
768,-1536000.0,-248500.0,-734.952880859375
769,-1535500.0,-248500.0,-743.3641357421875
770,-1535000.0,-248500.0,-748.1349487304688
771,-1534500.0,-248500.0,-746.8192138671875
772,-1534000.0,-248500.0,-738.9542846679688
773,-1533500.0,-248500.0,-725.3753662109375
774,-1533000.0,-248500.0,-709.5327758789062
775,-1532500.0,-248500.0,-694.0724487304688
776,-1532000.0,-248500.0,-679.6708374023438
777,-1531500.0,-248500.0,-666.0565185546875
778,-1531000.0,-248500.0,-655.3338623046875
779,-1530500.0,-248500.0,-649.2797241210938
780,-1530000.0,-248500.0,-648.945068359375
781,-1529500.0,-248500.0,-653.6708374023438
782,-1529000.0,-248500.0,-659.4453735351562
783,-1528500.0,-248500.0,-660.8491821289062
