,x,y,bed
14319,-1560500.0,-214500.0,-657.4860229492188
14320,-1560000.0,-214500.0,-663.0653686523438
14321,-1559500.0,-214500.0,-664.3082885742188
14322,-1559000.0,-214500.0,-654.6442260742188
14323,-1558500.0,-214500.0,-621.1336669921875
14324,-1558000.0,-214500.0,-568.2354736328125
14325,-1557500.0,-214500.0,-512.3172607421875
14326,-1557000.0,-214500.0,-475.9212036132813
14327,-1556500.0,-214500.0,-465.5689086914063
14328,-1556000.0,-214500.0,-463.8147583007813
14329,-1555500.0,-214500.0,-470.515625
14330,-1555000.0,-214500.0,-479.700439453125
14331,-1554500.0,-214500.0,-478.8889770507813
14332,-1554000.0,-214500.0,-474.13580322265625
14333,-1553500.0,-214500.0,-470.55267333984375
14334,-1553000.0,-214500.0,-472.4729614257813
14335,-1552500.0,-214500.0,-486.032958984375
14336,-1552000.0,-214500.0,-511.0152587890625
14337,-1551500.0,-214500.0,-535.5311279296875
14338,-1551000.0,-214500.0,-544.407470703125
14339,-1550500.0,-214500.0,-531.2347412109375
14340,-1550000.0,-214500.0,-507.4810180664063
14341,-1549500.0,-214500.0,-483.4181518554688
14342,-1549000.0,-214500.0,-470.5889892578125
14343,-1548500.0,-214500.0,-469.64556884765625
14344,-1548000.0,-214500.0,-475.3953247070313
14345,-1547500.0,-214500.0,-486.43017578125
14346,-1547000.0,-214500.0,-502.7745971679688
14347,-1546500.0,-214500.0,-531.36962890625
14348,-1546000.0,-214500.0,-568.2582397460938
14349,-1545500.0,-214500.0,-606.6911010742188
14350,-1545000.0,-214500.0,-639.2940063476562
14351,-1544500.0,-214500.0,-662.9524536132812
14352,-1544000.0,-214500.0,-680.7128295898438
14353,-1543500.0,-214500.0,-692.5932006835938
14354,-1543000.0,-214500.0,-699.1475219726562
14355,-1542500.0,-214500.0,-702.8916625976562
14356,-1542000.0,-214500.0,-705.8888549804688
14357,-1541500.0,-214500.0,-705.5485229492188
14358,-1541000.0,-214500.0,-701.4924926757812
14359,-1540500.0,-214500.0,-696.0029907226562
14360,-1540000.0,-214500.0,-688.8907470703125
14361,-1539500.0,-214500.0,-680.6312255859375
14362,-1539000.0,-214500.0,-673.610595703125
14363,-1538500.0,-214500.0,-670.089599609375
14364,-1538000.0,-214500.0,-669.226318359375
14365,-1537500.0,-214500.0,-668.04736328125
14366,-1537000.0,-214500.0,-666.4564208984375
14367,-1536500.0,-214500.0,-664.6666259765625
14368,-1536000.0,-214500.0,-660.3564453125
14369,-1535500.0,-214500.0,-657.9898071289062
14370,-1535000.0,-214500.0,-659.6128540039062
14371,-1534500.0,-214500.0,-661.216552734375
14372,-1534000.0,-214500.0,-664.15771484375
14373,-1533500.0,-214500.0,-667.6658325195312
14374,-1533000.0,-214500.0,-669.9592895507812
14375,-1532500.0,-214500.0,-669.4713745117188
14376,-1532000.0,-214500.0,-668.0162353515625
14377,-1531500.0,-214500.0,-669.6922607421875
14378,-1531000.0,-214500.0,-673.7255249023438
14379,-1530500.0,-214500.0,-677.7071533203125
14380,-1530000.0,-214500.0,-681.6494750976562
14381,-1529500.0,-214500.0,-686.9521484375
14382,-1529000.0,-214500.0,-692.6609497070312
14383,-1528500.0,-214500.0,-701.7700805664062
14384,-1528000.0,-214500.0,-715.6524658203125
14385,-1527500.0,-214500.0,-728.75732421875
14386,-1527000.0,-214500.0,-740.6409912109375
14387,-1526500.0,-214500.0,-753.58984375
14388,-1526000.0,-214500.0,-767.0394287109375
14389,-1525500.0,-214500.0,-779.0363159179688
14390,-1525000.0,-214500.0,-790.231689453125
14391,-1524500.0,-214500.0,-801.1396484375
14392,-1524000.0,-214500.0,-812.1669921875
14393,-1523500.0,-214500.0,-822.8597412109375
14394,-1523000.0,-214500.0,-832.7944946289062
14395,-1522500.0,-214500.0,-842.7459716796875
14396,-1522000.0,-214500.0,-852.8727416992188
14397,-1521500.0,-214500.0,-862.561279296875
14398,-1521000.0,-214500.0,-869.9420166015625
14401,-1619500.0,-214000.0,-122.0821533203125
14402,-1619000.0,-214000.0,-139.9989013671875
14403,-1618500.0,-214000.0,-158.0665283203125
14404,-1618000.0,-214000.0,-179.0369873046875
14405,-1617500.0,-214000.0,-201.509765625
14406,-1617000.0,-214000.0,-221.51605224609372
14407,-1616500.0,-214000.0,-237.26239013671875
14408,-1616000.0,-214000.0,-257.350830078125
14409,-1615500.0,-214000.0,-282.03729248046875
14410,-1615000.0,-214000.0,-300.08349609375
14411,-1614500.0,-214000.0,-312.1869506835937
14412,-1614000.0,-214000.0,-320.75830078125
14413,-1613500.0,-214000.0,-324.6737670898437
14414,-1613000.0,-214000.0,-330.3258056640625
14415,-1612500.0,-214000.0,-342.217041015625
14416,-1612000.0,-214000.0,-355.8076171875
14417,-1611500.0,-214000.0,-362.19281005859375
14418,-1611000.0,-214000.0,-362.9739379882813
14419,-1610500.0,-214000.0,-350.58624267578125
14420,-1610000.0,-214000.0,-320.7802734375
14421,-1609500.0,-214000.0,-285.28277587890625
14422,-1609000.0,-214000.0,-268.88983154296875
14423,-1608500.0,-214000.0,-279.9884033203125
14424,-1608000.0,-214000.0,-301.35498046875
14425,-1607500.0,-214000.0,-324.4656982421875
14426,-1607000.0,-214000.0,-346.483642578125
14427,-1606500.0,-214000.0,-366.0786743164063
14428,-1606000.0,-214000.0,-381.73138427734375
14429,-1605500.0,-214000.0,-398.27197265625
14430,-1605000.0,-214000.0,-421.67138671875
14431,-1604500.0,-214000.0,-455.6038208007813
14432,-1604000.0,-214000.0,-497.121337890625
14433,-1603500.0,-214000.0,-536.9415283203125
14434,-1603000.0,-214000.0,-564.88330078125
14435,-1602500.0,-214000.0,-581.5858764648438
14436,-1602000.0,-214000.0,-588.8939819335938
14437,-1601500.0,-214000.0,-594.3812255859375
14438,-1601000.0,-214000.0,-607.6189575195312
14439,-1600500.0,-214000.0,-633.946044921875
14440,-1600000.0,-214000.0,-655.3617553710938
14441,-1599500.0,-214000.0,-670.0759887695312
14442,-1599000.0,-214000.0,-688.1669311523438
14443,-1598500.0,-214000.0,-710.4273071289062
14444,-1598000.0,-214000.0,-730.1627197265625
14445,-1597500.0,-214000.0,-750.3861694335938
14446,-1597000.0,-214000.0,-773.5747680664062
14447,-1596500.0,-214000.0,-789.4530639648438
14448,-1596000.0,-214000.0,-800.38330078125
14449,-1595500.0,-214000.0,-809.7554931640625
14450,-1595000.0,-214000.0,-822.6422729492188
14451,-1594500.0,-214000.0,-842.9814453125
14452,-1594000.0,-214000.0,-865.88671875
14453,-1593500.0,-214000.0,-889.5150146484375
14454,-1593000.0,-214000.0,-906.4891967773438
14455,-1592500.0,-214000.0,-898.18408203125
14456,-1592000.0,-214000.0,-874.7921142578125
14457,-1591500.0,-214000.0,-859.0164184570312
14458,-1591000.0,-214000.0,-870.565673828125
14459,-1590500.0,-214000.0,-924.132568359375
14460,-1590000.0,-214000.0,-997.1600341796876
14461,-1589500.0,-214000.0,-1071.0416870117188
14462,-1589000.0,-214000.0,-1126.825439453125
14463,-1588500.0,-214000.0,-1155.4088745117188
14464,-1588000.0,-214000.0,-1170.2562866210938
14465,-1587500.0,-214000.0,-1175.778564453125
14466,-1587000.0,-214000.0,-1183.174072265625
14467,-1586500.0,-214000.0,-1189.2382202148438
14468,-1586000.0,-214000.0,-1185.9500122070312
14469,-1585500.0,-214000.0,-1181.88134765625
14470,-1585000.0,-214000.0,-1185.8907470703125
14471,-1584500.0,-214000.0,-1196.9622192382812
14472,-1584000.0,-214000.0,-1212.880126953125
14473,-1583500.0,-214000.0,-1229.955078125
14474,-1583000.0,-214000.0,-1245.4826049804688
14475,-1582500.0,-214000.0,-1259.5730590820312
14476,-1582000.0,-214000.0,-1271.2476806640625
14477,-1581500.0,-214000.0,-1280.8167114257812
14478,-1581000.0,-214000.0,-1289.0526733398438
14479,-1580500.0,-214000.0,-1297.3004150390625
14480,-1580000.0,-214000.0,-1304.5709838867188
14481,-1579500.0,-214000.0,-1314.1905517578125
14482,-1579000.0,-214000.0,-1330.1046752929688
14483,-1578500.0,-214000.0,-1348.8143920898438
14484,-1578000.0,-214000.0,-1363.3977661132812
14485,-1577500.0,-214000.0,-1371.2992553710938
14486,-1577000.0,-214000.0,-1375.6051025390625
14487,-1576500.0,-214000.0,-1370.8790283203125
14488,-1576000.0,-214000.0,-1356.6390991210938
14489,-1575500.0,-214000.0,-1340.79296875
14490,-1575000.0,-214000.0,-1331.4364624023438
14491,-1574500.0,-214000.0,-1326.3029174804688
14492,-1574000.0,-214000.0,-1312.49951171875
14493,-1573500.0,-214000.0,-1296.038330078125
14494,-1573000.0,-214000.0,-1279.9331665039062
14495,-1572500.0,-214000.0,-1270.1237182617188
14496,-1572000.0,-214000.0,-1260.7775268554688
14497,-1571500.0,-214000.0,-1246.9732055664062
14498,-1571000.0,-214000.0,-1233.583740234375
14499,-1570500.0,-214000.0,-1224.164306640625
14500,-1570000.0,-214000.0,-1214.4779052734375
14501,-1569500.0,-214000.0,-1199.1741333007812
14502,-1569000.0,-214000.0,-1169.539794921875
14503,-1568500.0,-214000.0,-1122.8286743164062
14504,-1568000.0,-214000.0,-1068.760986328125
14505,-1567500.0,-214000.0,-1010.8796997070312
14506,-1567000.0,-214000.0,-959.3710327148438
14507,-1566500.0,-214000.0,-918.6229858398438
14508,-1566000.0,-214000.0,-866.4844970703125
14509,-1565500.0,-214000.0,-813.9771118164062
14510,-1565000.0,-214000.0,-764.8167724609375
14511,-1564500.0,-214000.0,-718.8853149414062
14512,-1564000.0,-214000.0,-677.06298828125
14513,-1563500.0,-214000.0,-640.1583862304688
14514,-1563000.0,-214000.0,-617.5975952148438
14515,-1562500.0,-214000.0,-617.3440551757812
14516,-1562000.0,-214000.0,-633.2361450195312
14517,-1561500.0,-214000.0,-655.2481079101562
14518,-1561000.0,-214000.0,-673.4904174804688
14519,-1560500.0,-214000.0,-680.9387817382812
14520,-1560000.0,-214000.0,-673.832763671875
14521,-1559500.0,-214000.0,-662.1162719726562
14522,-1559000.0,-214000.0,-646.4077758789062
14523,-1558500.0,-214000.0,-614.60107421875
14524,-1558000.0,-214000.0,-566.4299926757812
14525,-1557500.0,-214000.0,-513.8587036132812
14526,-1557000.0,-214000.0,-479.3200073242188
14527,-1556500.0,-214000.0,-470.5552978515625
14528,-1556000.0,-214000.0,-470.64361572265625
14529,-1555500.0,-214000.0,-479.54345703125
14530,-1555000.0,-214000.0,-490.42486572265625
14531,-1554500.0,-214000.0,-487.14935302734375
14532,-1554000.0,-214000.0,-476.8756103515625
14533,-1553500.0,-214000.0,-466.0006103515625
14534,-1553000.0,-214000.0,-465.3053588867188
14535,-1552500.0,-214000.0,-479.55474853515625
14536,-1552000.0,-214000.0,-503.45416259765625
14537,-1551500.0,-214000.0,-526.349853515625
14538,-1551000.0,-214000.0,-536.4599609375
14539,-1550500.0,-214000.0,-526.1375122070312
14540,-1550000.0,-214000.0,-505.203369140625
14541,-1549500.0,-214000.0,-483.5255126953125
14542,-1549000.0,-214000.0,-472.828857421875
14543,-1548500.0,-214000.0,-473.7110595703125
14544,-1548000.0,-214000.0,-480.486572265625
14545,-1547500.0,-214000.0,-490.8916015625
14546,-1547000.0,-214000.0,-507.288330078125
14547,-1546500.0,-214000.0,-532.8097534179688
14548,-1546000.0,-214000.0,-564.4100341796875
14549,-1545500.0,-214000.0,-598.338623046875
14550,-1545000.0,-214000.0,-628.321044921875
14551,-1544500.0,-214000.0,-652.376708984375
14552,-1544000.0,-214000.0,-673.2025756835938
14553,-1543500.0,-214000.0,-687.9287109375
14554,-1543000.0,-214000.0,-696.4020385742188
14555,-1542500.0,-214000.0,-702.146484375
14556,-1542000.0,-214000.0,-706.7460327148438
14557,-1541500.0,-214000.0,-709.1305541992188
14558,-1541000.0,-214000.0,-707.6849365234375
14559,-1540500.0,-214000.0,-702.7014770507812
14560,-1540000.0,-214000.0,-694.9662475585938
14561,-1539500.0,-214000.0,-687.2778930664062
14562,-1539000.0,-214000.0,-681.719970703125
14563,-1538500.0,-214000.0,-679.723876953125
14564,-1538000.0,-214000.0,-679.9273681640625
14565,-1537500.0,-214000.0,-679.2180786132812
14566,-1537000.0,-214000.0,-678.8814697265625
14567,-1536500.0,-214000.0,-677.5236206054688
14568,-1536000.0,-214000.0,-674.2423095703125
14569,-1535500.0,-214000.0,-674.0313110351562
14570,-1535000.0,-214000.0,-675.4191284179688
14571,-1534500.0,-214000.0,-675.572021484375
14572,-1534000.0,-214000.0,-676.8490600585938
14573,-1533500.0,-214000.0,-679.7618408203125
14574,-1533000.0,-214000.0,-682.1670532226562
14575,-1532500.0,-214000.0,-682.6002807617188
14576,-1532000.0,-214000.0,-681.6822509765625
14577,-1531500.0,-214000.0,-683.8811645507812
14578,-1531000.0,-214000.0,-688.0599365234375
14579,-1530500.0,-214000.0,-692.2368774414062
14580,-1530000.0,-214000.0,-695.5908813476562
14581,-1529500.0,-214000.0,-700.4650268554688
14582,-1529000.0,-214000.0,-707.5765380859375
14583,-1528500.0,-214000.0,-718.512451171875
14584,-1528000.0,-214000.0,-731.7557373046875
14585,-1527500.0,-214000.0,-744.0028686523438
14586,-1527000.0,-214000.0,-755.7071533203125
14587,-1526500.0,-214000.0,-768.11865234375
14588,-1526000.0,-214000.0,-781.1486206054688
14589,-1525500.0,-214000.0,-792.6403198242188
14590,-1525000.0,-214000.0,-802.765869140625
14591,-1524500.0,-214000.0,-812.6043701171875
14592,-1524000.0,-214000.0,-822.6849975585938
14593,-1523500.0,-214000.0,-832.8037109375
14594,-1523000.0,-214000.0,-843.1324462890625
14595,-1522500.0,-214000.0,-854.03515625
14596,-1522000.0,-214000.0,-865.87255859375
14597,-1521500.0,-214000.0,-877.1047973632812
14598,-1521000.0,-214000.0,-885.1884765625
14601,-1619500.0,-213500.0,-126.35369873046876
14602,-1619000.0,-213500.0,-147.4000244140625
14603,-1618500.0,-213500.0,-166.18817138671875
14604,-1618000.0,-213500.0,-185.247802734375
14605,-1617500.0,-213500.0,-205.63946533203125
14606,-1617000.0,-213500.0,-223.15460205078125
14607,-1616500.0,-213500.0,-236.9384765625
14608,-1616000.0,-213500.0,-254.78387451171875
14609,-1615500.0,-213500.0,-277.5106201171875
14610,-1615000.0,-213500.0,-294.6485595703125
14611,-1614500.0,-213500.0,-302.6620483398437
14612,-1614000.0,-213500.0,-309.3060913085937
14613,-1613500.0,-213500.0,-313.51153564453125
14614,-1613000.0,-213500.0,-317.886962890625
14615,-1612500.0,-213500.0,-330.17919921875
14616,-1612000.0,-213500.0,-349.07550048828125
14617,-1611500.0,-213500.0,-361.757568359375
14618,-1611000.0,-213500.0,-364.236083984375
14619,-1610500.0,-213500.0,-354.5472412109375
14620,-1610000.0,-213500.0,-329.9315795898437
14621,-1609500.0,-213500.0,-300.15838623046875
14622,-1609000.0,-213500.0,-285.02911376953125
14623,-1608500.0,-213500.0,-293.5567626953125
14624,-1608000.0,-213500.0,-312.0863037109375
14625,-1607500.0,-213500.0,-332.8233642578125
14626,-1607000.0,-213500.0,-350.67852783203125
14627,-1606500.0,-213500.0,-363.6100463867188
14628,-1606000.0,-213500.0,-373.832763671875
14629,-1605500.0,-213500.0,-385.0196533203125
14630,-1605000.0,-213500.0,-404.616943359375
14631,-1604500.0,-213500.0,-438.3380737304688
14632,-1604000.0,-213500.0,-483.15081787109375
14633,-1603500.0,-213500.0,-527.6774291992188
14634,-1603000.0,-213500.0,-559.221923828125
14635,-1602500.0,-213500.0,-576.7212524414062
14636,-1602000.0,-213500.0,-590.2119140625
14637,-1601500.0,-213500.0,-600.1688842773438
14638,-1601000.0,-213500.0,-611.539306640625
14639,-1600500.0,-213500.0,-634.2692260742188
14640,-1600000.0,-213500.0,-652.36767578125
14641,-1599500.0,-213500.0,-661.8320922851562
14642,-1599000.0,-213500.0,-676.1276245117188
14643,-1598500.0,-213500.0,-698.3511352539062
14644,-1598000.0,-213500.0,-720.6334838867188
14645,-1597500.0,-213500.0,-741.7103271484375
14646,-1597000.0,-213500.0,-760.875244140625
14647,-1596500.0,-213500.0,-775.6522216796875
14648,-1596000.0,-213500.0,-787.2069091796875
14649,-1595500.0,-213500.0,-796.4054565429688
14650,-1595000.0,-213500.0,-810.1494750976562
14651,-1594500.0,-213500.0,-829.2787475585938
14652,-1594000.0,-213500.0,-850.3491821289062
14653,-1593500.0,-213500.0,-871.8302001953125
14654,-1593000.0,-213500.0,-886.4772338867188
14655,-1592500.0,-213500.0,-878.9522094726562
14656,-1592000.0,-213500.0,-858.7449951171875
14657,-1591500.0,-213500.0,-847.6197509765625
14658,-1591000.0,-213500.0,-864.3128051757812
14659,-1590500.0,-213500.0,-921.8892211914062
14660,-1590000.0,-213500.0,-998.8335571289062
14661,-1589500.0,-213500.0,-1074.5106201171875
14662,-1589000.0,-213500.0,-1131.4482421875
14663,-1588500.0,-213500.0,-1160.6571044921875
14664,-1588000.0,-213500.0,-1175.0009155273438
14665,-1587500.0,-213500.0,-1179.7974853515625
14666,-1587000.0,-213500.0,-1185.0671997070312
14667,-1586500.0,-213500.0,-1187.7922973632812
14668,-1586000.0,-213500.0,-1180.8615112304688
14669,-1585500.0,-213500.0,-1173.5812377929688
14670,-1585000.0,-213500.0,-1175.7626342773438
14671,-1584500.0,-213500.0,-1187.55322265625
14672,-1584000.0,-213500.0,-1206.056884765625
14673,-1583500.0,-213500.0,-1225.7691040039062
14674,-1583000.0,-213500.0,-1243.1046752929688
14675,-1582500.0,-213500.0,-1257.514404296875
14676,-1582000.0,-213500.0,-1267.6111450195312
14677,-1581500.0,-213500.0,-1278.9757690429688
14678,-1581000.0,-213500.0,-1286.7296142578125
14679,-1580500.0,-213500.0,-1293.1788330078125
14680,-1580000.0,-213500.0,-1297.5214233398438
14681,-1579500.0,-213500.0,-1307.8524780273438
14682,-1579000.0,-213500.0,-1323.1669311523438
14683,-1578500.0,-213500.0,-1342.935302734375
14684,-1578000.0,-213500.0,-1358.757568359375
14685,-1577500.0,-213500.0,-1369.80078125
14686,-1577000.0,-213500.0,-1374.1326293945312
14687,-1576500.0,-213500.0,-1370.411376953125
14688,-1576000.0,-213500.0,-1356.6154174804688
14689,-1575500.0,-213500.0,-1340.3565063476562
14690,-1575000.0,-213500.0,-1331.64892578125
14691,-1574500.0,-213500.0,-1327.7720947265625
14692,-1574000.0,-213500.0,-1315.39013671875
14693,-1573500.0,-213500.0,-1299.9389038085938
14694,-1573000.0,-213500.0,-1285.2505493164062
14695,-1572500.0,-213500.0,-1277.17333984375
14696,-1572000.0,-213500.0,-1268.504638671875
14697,-1571500.0,-213500.0,-1254.7936401367188
14698,-1571000.0,-213500.0,-1242.6034545898438
14699,-1570500.0,-213500.0,-1231.56884765625
14700,-1570000.0,-213500.0,-1223.568115234375
14701,-1569500.0,-213500.0,-1211.5870361328125
14702,-1569000.0,-213500.0,-1184.907958984375
14703,-1568500.0,-213500.0,-1140.6588745117188
14704,-1568000.0,-213500.0,-1090.6632080078125
14705,-1567500.0,-213500.0,-1037.9584350585938
14706,-1567000.0,-213500.0,-981.6176147460938
14707,-1566500.0,-213500.0,-932.8998413085938
14708,-1566000.0,-213500.0,-883.2667236328125
14709,-1565500.0,-213500.0,-829.4710083007812
14710,-1565000.0,-213500.0,-783.243408203125
14711,-1564500.0,-213500.0,-737.3723754882812
14712,-1564000.0,-213500.0,-692.5402221679688
14713,-1563500.0,-213500.0,-654.4044189453125
14714,-1563000.0,-213500.0,-632.2869873046875
14715,-1562500.0,-213500.0,-634.6552734375
14716,-1562000.0,-213500.0,-655.7077026367188
14717,-1561500.0,-213500.0,-682.1196899414062
14718,-1561000.0,-213500.0,-700.5256958007812
14719,-1560500.0,-213500.0,-699.3424072265625
14720,-1560000.0,-213500.0,-680.5439453125
14721,-1559500.0,-213500.0,-657.2047119140625
14722,-1559000.0,-213500.0,-634.874755859375
14723,-1558500.0,-213500.0,-604.4719848632812
14724,-1558000.0,-213500.0,-562.782958984375
14725,-1557500.0,-213500.0,-516.6692504882812
14726,-1557000.0,-213500.0,-484.723388671875
14727,-1556500.0,-213500.0,-476.986083984375
14728,-1556000.0,-213500.0,-480.4862060546875
14729,-1555500.0,-213500.0,-492.33349609375
14730,-1555000.0,-213500.0,-502.2369384765625
14731,-1554500.0,-213500.0,-495.80181884765625
14732,-1554000.0,-213500.0,-480.635986328125
14733,-1553500.0,-213500.0,-463.9366455078125
14734,-1553000.0,-213500.0,-460.733642578125
14735,-1552500.0,-213500.0,-474.1092529296875
14736,-1552000.0,-213500.0,-495.54498291015625
14737,-1551500.0,-213500.0,-516.2951049804688
14738,-1551000.0,-213500.0,-527.7203979492188
14739,-1550500.0,-213500.0,-521.4403686523438
14740,-1550000.0,-213500.0,-504.23638916015625
14741,-1549500.0,-213500.0,-485.9200439453125
14742,-1549000.0,-213500.0,-477.77392578125
14743,-1548500.0,-213500.0,-480.63623046875
14744,-1548000.0,-213500.0,-488.84478759765625
14745,-1547500.0,-213500.0,-500.5651245117188
14746,-1547000.0,-213500.0,-517.6430053710938
14747,-1546500.0,-213500.0,-539.6917114257812
14748,-1546000.0,-213500.0,-565.9080810546875
14749,-1545500.0,-213500.0,-594.550048828125
14750,-1545000.0,-213500.0,-621.301513671875
14751,-1544500.0,-213500.0,-645.2725830078125
14752,-1544000.0,-213500.0,-667.67333984375
14753,-1543500.0,-213500.0,-684.9486083984375
14754,-1543000.0,-213500.0,-695.919189453125
14755,-1542500.0,-213500.0,-703.3897705078125
14756,-1542000.0,-213500.0,-709.931884765625
14757,-1541500.0,-213500.0,-714.3523559570312
14758,-1541000.0,-213500.0,-715.3447265625
14759,-1540500.0,-213500.0,-711.24560546875
14760,-1540000.0,-213500.0,-703.2907104492188
14761,-1539500.0,-213500.0,-696.294677734375
14762,-1539000.0,-213500.0,-692.2391357421875
14763,-1538500.0,-213500.0,-691.7770385742188
14764,-1538000.0,-213500.0,-692.3197021484375
14765,-1537500.0,-213500.0,-691.8272705078125
14766,-1537000.0,-213500.0,-691.9086303710938
14767,-1536500.0,-213500.0,-691.5274658203125
14768,-1536000.0,-213500.0,-689.9115600585938
14769,-1535500.0,-213500.0,-691.2431640625
14770,-1535000.0,-213500.0,-690.9932250976562
14771,-1534500.0,-213500.0,-690.0059204101562
14772,-1534000.0,-213500.0,-689.916015625
14773,-1533500.0,-213500.0,-692.0339965820312
14774,-1533000.0,-213500.0,-694.6396484375
14775,-1532500.0,-213500.0,-695.9119873046875
14776,-1532000.0,-213500.0,-695.8919677734375
14777,-1531500.0,-213500.0,-697.8961791992188
14778,-1531000.0,-213500.0,-701.6185302734375
14779,-1530500.0,-213500.0,-706.2625732421875
14780,-1530000.0,-213500.0,-709.6535034179688
14781,-1529500.0,-213500.0,-714.3794555664062
14782,-1529000.0,-213500.0,-722.1103515625
14783,-1528500.0,-213500.0,-733.869140625
14784,-1528000.0,-213500.0,-746.998046875
14785,-1527500.0,-213500.0,-758.837646484375
14786,-1527000.0,-213500.0,-769.9224853515625
14787,-1526500.0,-213500.0,-781.22998046875
14788,-1526000.0,-213500.0,-793.968994140625
14789,-1525500.0,-213500.0,-805.0145874023438
14790,-1525000.0,-213500.0,-813.8681640625
14791,-1524500.0,-213500.0,-822.8025512695312
14792,-1524000.0,-213500.0,-831.4841918945312
14793,-1523500.0,-213500.0,-840.8323974609375
14794,-1523000.0,-213500.0,-850.617919921875
14795,-1522500.0,-213500.0,-862.2341918945312
14796,-1522000.0,-213500.0,-875.3182983398438
14797,-1521500.0,-213500.0,-887.9332275390625
14798,-1521000.0,-213500.0,-897.2261962890625
14801,-1619500.0,-213000.0,-130.4739990234375
14802,-1619000.0,-213000.0,-153.01995849609375
14803,-1618500.0,-213000.0,-172.7491455078125
14804,-1618000.0,-213000.0,-189.95892333984372
14805,-1617500.0,-213000.0,-205.62689208984372
14806,-1617000.0,-213000.0,-219.5548095703125
14807,-1616500.0,-213000.0,-230.94329833984372
14808,-1616000.0,-213000.0,-247.8408203125
14809,-1615500.0,-213000.0,-267.23590087890625
14810,-1615000.0,-213000.0,-279.77294921875
14811,-1614500.0,-213000.0,-283.10272216796875
14812,-1614000.0,-213000.0,-286.5078125
14813,-1613500.0,-213000.0,-290.5821533203125
14814,-1613000.0,-213000.0,-296.4608764648437
14815,-1612500.0,-213000.0,-309.52215576171875
14816,-1612000.0,-213000.0,-332.52081298828125
14817,-1611500.0,-213000.0,-353.2196655273437
14818,-1611000.0,-213000.0,-358.29022216796875
14819,-1610500.0,-213000.0,-349.43865966796875
14820,-1610000.0,-213000.0,-330.1083984375
14821,-1609500.0,-213000.0,-306.700439453125
14822,-1609000.0,-213000.0,-294.00421142578125
14823,-1608500.0,-213000.0,-302.3773193359375
14824,-1608000.0,-213000.0,-320.8378295898437
14825,-1607500.0,-213000.0,-339.5614624023437
14826,-1607000.0,-213000.0,-353.2098999023437
14827,-1606500.0,-213000.0,-361.1966552734375
14828,-1606000.0,-213000.0,-367.8287963867188
14829,-1605500.0,-213000.0,-376.3997192382813
14830,-1605000.0,-213000.0,-393.05078125
14831,-1604500.0,-213000.0,-426.35302734375
14832,-1604000.0,-213000.0,-472.8304443359375
14833,-1603500.0,-213000.0,-519.9806518554688
14834,-1603000.0,-213000.0,-553.0999145507812
14835,-1602500.0,-213000.0,-573.1110229492188
14836,-1602000.0,-213000.0,-593.0399780273438
14837,-1601500.0,-213000.0,-605.5358276367188
14838,-1601000.0,-213000.0,-615.2762451171875
14839,-1600500.0,-213000.0,-633.3134765625
14840,-1600000.0,-213000.0,-647.3129272460938
14841,-1599500.0,-213000.0,-652.6168212890625
14842,-1599000.0,-213000.0,-664.9464111328125
14843,-1598500.0,-213000.0,-689.0888061523438
14844,-1598000.0,-213000.0,-715.1484985351562
14845,-1597500.0,-213000.0,-736.745361328125
14846,-1597000.0,-213000.0,-751.174560546875
14847,-1596500.0,-213000.0,-764.0497436523438
14848,-1596000.0,-213000.0,-775.8467407226562
14849,-1595500.0,-213000.0,-785.2742309570312
14850,-1595000.0,-213000.0,-801.7371826171875
14851,-1594500.0,-213000.0,-821.5031127929688
14852,-1594000.0,-213000.0,-842.92333984375
14853,-1593500.0,-213000.0,-863.9874267578125
14854,-1593000.0,-213000.0,-876.8809814453125
14855,-1592500.0,-213000.0,-870.6575927734375
14856,-1592000.0,-213000.0,-855.7891845703125
14857,-1591500.0,-213000.0,-849.400146484375
14858,-1591000.0,-213000.0,-869.5897216796875
14859,-1590500.0,-213000.0,-926.2797241210938
14860,-1590000.0,-213000.0,-999.3362426757812
14861,-1589500.0,-213000.0,-1071.2017822265625
14862,-1589000.0,-213000.0,-1125.9808959960938
14863,-1588500.0,-213000.0,-1156.0183715820312
14864,-1588000.0,-213000.0,-1173.125
14865,-1587500.0,-213000.0,-1179.7157592773438
14866,-1587000.0,-213000.0,-1186.0296630859375
14867,-1586500.0,-213000.0,-1188.338623046875
14868,-1586000.0,-213000.0,-1180.1588745117188
14869,-1585500.0,-213000.0,-1171.5420532226562
14870,-1585000.0,-213000.0,-1172.8662719726562
14871,-1584500.0,-213000.0,-1184.4127197265625
14872,-1584000.0,-213000.0,-1204.36474609375
14873,-1583500.0,-213000.0,-1224.422119140625
14874,-1583000.0,-213000.0,-1242.0814819335938
14875,-1582500.0,-213000.0,-1257.1041259765625
14876,-1582000.0,-213000.0,-1269.0829467773438
14877,-1581500.0,-213000.0,-1278.8572998046875
14878,-1581000.0,-213000.0,-1286.7125854492188
14879,-1580500.0,-213000.0,-1292.5697021484375
14880,-1580000.0,-213000.0,-1295.0444946289062
14881,-1579500.0,-213000.0,-1302.2854614257812
14882,-1579000.0,-213000.0,-1317.249267578125
14883,-1578500.0,-213000.0,-1336.7747192382812
14884,-1578000.0,-213000.0,-1353.173095703125
14885,-1577500.0,-213000.0,-1363.14013671875
14886,-1577000.0,-213000.0,-1371.3282470703125
