X,Y,Sum,Count,Bed,simulated,cluster,Norm_Bed
-173000.0,-1799000.0,0.0,0.0,,1.0,12.0,0.4823986798324766
-172000.0,-1799000.0,0.0,0.0,,1.0,12.0,-0.05891816830815684
-171000.0,-1799000.0,0.0,0.0,,1.0,12.0,0.47647555504802963
-170000.0,-1799000.0,0.0,0.0,,1.0,12.0,1.1293241124819344
-169000.0,-1799000.0,0.0,0.0,,1.0,12.0,0.07949964758923533
-168000.0,-1799000.0,0.0,0.0,,1.0,12.0,1.1074365594146542
-167000.0,-1799000.0,0.0,0.0,,1.0,12.0,-0.7218006215500089
-166000.0,-1799000.0,0.0,0.0,,1.0,12.0,-0.09387468004746616
-165000.0,-1799000.0,0.0,0.0,,1.0,12.0,-0.6770619351781552
-164000.0,-1799000.0,0.0,0.0,,1.0,15.0,-0.42867458998079966
-163000.0,-1799000.0,0.0,0.0,,1.0,14.0,-0.096510341692446
-162000.0,-1799000.0,0.0,0.0,,1.0,15.0,0.5404143798040182
-161000.0,-1799000.0,0.0,0.0,,1.0,12.0,0.825410766648668
-160000.0,-1799000.0,0.0,0.0,,1.0,12.0,1.0137563847450914
-159000.0,-1799000.0,0.0,0.0,,1.0,14.0,0.17818067422896092
-158000.0,-1799000.0,0.0,0.0,,1.0,15.0,0.16780685371619342
-157000.0,-1799000.0,0.0,0.0,,1.0,14.0,0.009459906487975539
-156000.0,-1799000.0,0.0,0.0,,1.0,15.0,-0.21986948301357573
-155000.0,-1799000.0,0.0,0.0,,1.0,14.0,-0.07748698013617741
-154000.0,-1799000.0,0.0,0.0,,1.0,15.0,-0.01951223072535111
-153000.0,-1799000.0,0.0,0.0,,1.0,14.0,-0.12833109075907492
-152000.0,-1799000.0,0.0,0.0,,1.0,15.0,0.12112082453654675
-151000.0,-1799000.0,0.0,0.0,,1.0,12.0,0.15274634384668462
-300000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.4665759210825916
-299000.0,-1798000.0,78317.68,236.0,331.85458,0.0,0.0,0.1434866338968277
-298000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.15792171078463785
-297000.0,-1798000.0,0.0,0.0,,1.0,0.0,-1.3914722368027372
-296000.0,-1798000.0,0.0,0.0,,1.0,0.0,-0.6352289500677127
-295000.0,-1798000.0,0.0,0.0,,1.0,0.0,-1.5569585772598016
-294000.0,-1798000.0,9897.96,56.0,176.74928,0.0,0.0,-0.6558792591094971
-293000.0,-1798000.0,2549.4,20.0,127.47,0.0,0.0,-0.8526399731636047
-292000.0,-1798000.0,0.0,0.0,,1.0,0.0,0.21227936174183187
-291000.0,-1798000.0,3738.3,13.0,287.56152,0.0,0.0,-0.12479642778635025
